species,specimen,id,region,catalog,SL,image_area,x,y,direction,diameter,angle,type,diameter_SL
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.877,3.26,ventral,0.11,-149.326,minute,0.001354179
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,1.802,0.694,ventral,0.11,-81.87,minute,0.000882542
Pmic,Pmic2,Pmic2_R1,R1,MCZ58801,66.5,26.188785,4.226,1.21,ventral,0.11,-110.613,minute,0.001654135
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.098,4.664,ventral,0.109,-90,minute,0.002275574
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.94,4.274,ventral,0.109,-98.13,minute,0.001942613
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,3.973,3.622,ventral,0.109,-90,minute,0.001942613
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,5.173,3.555,ventral,0.109,-94.998,minute,0.001106038
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,5.856,4.437,ventral,0.109,-90,minute,0.000874519
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,5.665,1.607,ventral,0.109,-112.339,minute,0.001303204
Pgue,Pgue1,Pgue1_R3,R3,MCZ131481,95.69,36.162,3.652,4.626,ventral,0.109,-85.329,minute,0.001139095
Sboa,Sboa3,Sboa3_R2,R2,MCZ129188,114.18,31.747851,4.118,2.855,ventral,0.109,-103.042,minute,0.000954633
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.201,1.317,ventral,0.108,-64.654,minute,0.002254697
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.566,3.892,ventral,0.108,-95.194,minute,0.001924791
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.936,5.036,ventral,0.108,-95.44,minute,0.002197802
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.625,1.204,ventral,0.108,-6.731,minute,0.001329558
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.209,4.909,ventral,0.108,-173.339,minute,0.001329558
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.044,3.855,ventral,0.108,-132.569,minute,0.001329558
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.145,4.818,ventral,0.108,-178.966,minute,0.001329558
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,6.889,0.844,ventral,0.108,-77.589,minute,0.000854972
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,5.84,2.933,ventral,0.108,-79.649,minute,0.001965781
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,2.058,4.704,ventral,0.108,-83.156,minute,0.000409448
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,6.792,2.821,ventral,0.108,-120,minute,0.001352875
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,0.568,3.638,dorsal,0.108,99.767,minute,0.00049394
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,2.888,4.008,,0.108,NA,minute,0.00049394
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,1.765,4.082,ventral,0.108,-115.419,minute,0.000922052
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,5.568,3.873,ventral,0.108,-118.355,minute,0.000922052
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,4.731,1.816,ventral,0.108,-85.748,minute,0.000922052
Ncap,Ncap1,Ncap1_R2,R2,MCZ132795,55.85,25.607355,2.898,1.711,ventral,0.108,-118.272,minute,0.001933751
Ncap,Ncap1,Ncap1_R2,R2,MCZ132795,55.85,25.607355,4.344,0.279,ventral,0.108,-110.507,minute,0.001933751
Pgue,Pgue1,Pgue1_R3,R3,MCZ131481,95.69,36.162,1.025,4.953,ventral,0.108,-95.82,minute,0.001128645
Pgue,Pgue2,Pgue2_R3,R3,MCZ131481,95.75,28.476474,4.318,3.716,ventral,0.108,-90,minute,0.001127937
Pmic,Pmic2,Pmic2_R1,R1,MCZ58801,66.5,26.188785,2.538,1.032,ventral,0.108,-84.377,minute,0.00162406
Sboa,Sboa1,Sboa1_R1,R1,MCZ129188,161.74,36.410932,2.257,2.959,ventral,0.108,-104.756,minute,0.000667738
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.508,0.921,ventral,0.107,-95.44,minute,0.001906968
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.04,1.649,ventral,0.107,-74.475,minute,0.001262835
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,6.045,3.391,ventral,0.107,-135.432,minute,0.001199955
Ebar,Ebar1,Ebar1_R3,R3,MCZ148300,136.59,35.863574,5.991,0.36,ventral,0.107,-92.614,minute,0.000783366
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,4.421,3.582,ventral,0.107,-90.945,minute,0.001340348
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,2.471,3.423,,0.107,NA,minute,0.000489367
Ncap,Ncap1,Ncap1_R2,R2,MCZ132795,55.85,25.607355,1.523,2.266,ventral,0.107,-97.115,minute,0.001915846
Pgue,Pgue2,Pgue2_R1,R1,MCZ131481,95.75,34.99393,5.513,2.36,ventral,0.107,-130.307,minute,0.001117493
Pgue,Pgue3,Pgue3_R3,R3,MCZ131481,102.3,34.134724,2.842,4.737,ventral,0.107,-79.216,minute,0.001045943
Pgue,Pgue5,Pgue5_R3,R3,MCZ131477,106.07,36.592398,4.186,4.768,ventral,0.107,-78.964,minute,0.001008768
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.044,3.256,ventral,0.106,-90,minute,0.001889146
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.39,2.061,ventral,0.106,-92.726,minute,0.002157102
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.891,2.267,ventral,0.106,-101.31,minute,0.002157102
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,2.746,3.532,ventral,0.106,-144.881,minute,0.000974444
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.615,2.723,ventral,0.106,-116.021,minute,0.001304937
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,4.524,3.791,ventral,0.106,-136.089,minute,0.001075596
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,1.916,3.221,ventral,0.106,-68.793,minute,0.001929378
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,4.26,1.18,ventral,0.106,-112.818,minute,0.001267336
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,4.072,0.662,lateral,0.106,NA,minute,0.000484793
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,6.371,1.842,ventral,0.106,-80.221,minute,0.000904977
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,0.289,4.335,ventral,0.105,-106.838,serial,0.001151568
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.337,5.22,ventral,0.105,-95.44,minute,0.001871324
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,1.982,3.441,ventral,0.105,-123.004,minute,0.000965251
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.001,3.455,ventral,0.105,-141.731,minute,0.001292626
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.454,4.979,ventral,0.105,-142.145,minute,0.001065449
Cpli,Cpli2,Cpli2_R2,R2,MCZ132708,105.13,21.22857,4.266,4.853,ventral,0.105,-98.531,minute,0.000998763
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,3.154,3.466,ventral,0.105,-83.394,minute,0.000831222
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,4.262,5.077,ventral,0.105,-97.726,minute,0.000460466
Mbar,Mbar1,Mbar1_R2,R2,MCZ132342,247.86,31.273812,2.12,2.07,,0.105,NA,minute,0.000423626
Ncap,Ncap1,Ncap1_R2,R2,MCZ132795,55.85,25.607355,4.156,1.58,ventral,0.105,-116.218,minute,0.001880036
Pgue,Pgue1,Pgue1_R1,R1,MCZ131481,95.69,24.818784,1.389,1.807,,0.105,NA,minute,0.001097293
Pgue,Pgue1,Pgue1_R3,R3,MCZ131481,95.69,36.162,3.102,4.866,ventral,0.105,-93.094,minute,0.001097293
Pgue,Pgue2,Pgue2_R3,R3,MCZ131481,95.75,28.476474,5.383,3.591,ventral,0.105,-129.094,minute,0.001096606
Pmic,Pmic2,Pmic2_R2,R2,MCZ58801,66.5,19.096749,4.626,2.849,ventral,0.105,-95.996,minute,0.001578947
Pmic,Pmic3,Pmic3_R2,R2,MCZ70579,66.52,36.575,4.961,3.441,ventral,0.105,-73.301,minute,0.001578473
Sboa,Sboa1,Sboa1_R2,R2,MCZ129188,161.74,31.986293,0.963,3.069,ventral,0.105,-95.44,minute,0.00064919
Sboa,Sboa3,Sboa3_R2,R2,MCZ129188,114.18,31.747851,1.627,1.118,ventral,0.105,-95.122,minute,0.000919601
Sboa,Sboa3,Sboa3_R2,R2,MCZ129188,114.18,31.747851,0.802,2.964,ventral,0.105,-103.288,minute,0.000919601
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.386,2.827,ventral,0.104,-90,minute,0.001853502
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.726,0.397,ventral,0.104,-33.296,minute,0.001280315
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.827,0.726,ventral,0.104,-23.43,minute,0.001280315
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.356,1.503,ventral,0.104,-28.532,minute,0.001280315
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.426,3.402,ventral,0.104,-26.799,minute,0.001055302
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,5.02,3.327,ventral,0.104,-62.887,minute,0.001892974
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,4.875,3.858,ventral,0.104,-76.923,minute,0.001892974
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,6.338,3.85,ventral,0.104,-120,minute,0.001302768
Mbar,Mbar1,Mbar1_R3,R3,MCZ132342,247.86,35.00487,2.048,2.767,lateral,0.104,NA,minute,0.000419592
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,3.295,1.526,ventral,0.104,-124.261,minute,0.000887902
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,0.948,4.596,ventral,0.104,-110.225,minute,0.000887902
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,3.648,0.746,ventral,0.104,-136.79,minute,0.000887902
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,4.61,3.093,ventral,0.104,-88.351,minute,0.000887902
Pmic,Pmic2,Pmic2_R1,R1,MCZ58801,66.5,26.188785,2.501,2.67,ventral,0.104,-93.219,minute,0.00156391
Sboa,Sboa3,Sboa3_R1,R1,MCZ129188,114.18,36.713055,4.497,1.105,ventral,0.104,-134.192,minute,0.000910843
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.489,1.806,lateral,0.103,NA,minute,0.002150313
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.656,4.522,ventral,0.103,-87.138,minute,0.002150313
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.979,4.214,ventral,0.103,-87.138,minute,0.002150313
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.763,4.854,ventral,0.103,-84.289,minute,0.002150313
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.271,1.319,ventral,0.103,-90,minute,0.00183568
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,3.345,2.477,ventral,0.103,-42.726,minute,0.001215626
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.554,2.034,ventral,0.103,-175.421,minute,0.001268004
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,6.583,4.621,ventral,0.103,-104.036,minute,0.00082638
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,5.867,2.31,ventral,0.103,-47.525,minute,0.000390492
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,5.534,2.797,ventral,0.103,-60.205,minute,0.000390492
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,2.054,2.007,ventral,0.103,-107.641,minute,0.000879365
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.747,0.968,ventral,0.102,-101.889,minute,0.002075702
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.875,1.074,ventral,0.102,-18.352,minute,0.001203824
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,0.37,0.269,ventral,0.102,-5.81,minute,0.000937672
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,6.852,2.965,ventral,0.102,-123.296,minute,0.001255694
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.589,2.253,ventral,0.102,-162.769,minute,0.001255694
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.834,3.665,ventral,0.102,-139.633,minute,0.001035008
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,2.095,4.66,ventral,0.102,-125.33,minute,0.001035008
Cpli,Cpli2,Cpli2_R2,R2,MCZ132708,105.13,21.22857,6.944,5.179,ventral,0.102,-22.834,minute,0.000970227
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,5.716,5.048,ventral,0.102,-120.466,minute,0.000818357
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,5.632,3.916,ventral,0.102,-66.038,minute,0.000818357
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,6.707,3.307,ventral,0.102,-71.212,minute,0.001856571
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,4.008,4.05,ventral,0.102,-71.212,minute,0.001856571
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,2.434,4.643,ventral,0.102,-85.454,minute,0.001856571
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,6.529,1.58,ventral,0.102,-73.025,minute,0.001277715
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,5.245,3.576,ventral,0.102,-93.435,minute,0.001277715
Mbar,Mbar1,Mbar1_R2,R2,MCZ132342,247.86,31.273812,3.729,0.71,,0.102,NA,minute,0.000411523
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,5.299,4.889,ventral,0.102,-127.751,minute,0.000870827
Pgue,Pgue1,Pgue1_R3,R3,MCZ131481,95.69,36.162,3.854,4.724,ventral,0.102,-84.563,minute,0.001065942
Pgue,Pgue2,Pgue2_R1,R1,MCZ131481,95.75,34.99393,1.571,1.922,ventral,0.102,-111.079,minute,0.001065274
Pmic,Pmic2,Pmic2_R1,R1,MCZ58801,66.5,26.188785,0.777,0.198,ventral,0.102,-70.652,minute,0.001533835
Pmic,Pmic3,Pmic3_R2,R2,MCZ70579,66.52,36.575,2.958,3.039,ventral,0.102,-104.036,minute,0.001533373
Sboa,Sboa3,Sboa3_R1,R1,MCZ129188,114.18,36.713055,4.335,0.734,ventral,0.102,-114.445,minute,0.000893326
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.211,4.093,ventral,0.101,-90,minute,0.002108559
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.362,4.617,ventral,0.101,-90,minute,0.002055352
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,0.996,0.424,ventral,0.101,-126.386,minute,0.001192022
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,3.066,2.64,ventral,0.101,-143.229,minute,0.000928479
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.606,3.687,ventral,0.101,-3.869,minute,0.001243383
Cpli,Cpli2,Cpli2_R2,R2,MCZ132708,105.13,21.22857,4.864,0.863,ventral,0.101,-84.289,minute,0.000960715
Cpli,Cpli2,Cpli2_R2,R2,MCZ132708,105.13,21.22857,4.377,0.4,ventral,0.101,-67.166,minute,0.000960715
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,1.214,2.017,ventral,0.101,-52.961,minute,0.001838369
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,2.145,2.219,ventral,0.101,-76.923,minute,0.001838369
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,2.745,1.207,ventral,0.101,-117.165,minute,0.000365095
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,6.062,3.372,ventral,0.101,-120,minute,0.001265189
Mbar,Mbar1,Mbar1_R2,R2,MCZ132342,247.86,31.273812,1.131,3.155,,0.101,NA,minute,0.000407488
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,1.584,4.509,ventral,0.101,-113.087,minute,0.00086229
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,1.856,3.402,ventral,0.101,-110.225,minute,0.00086229
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,4.889,5.09,ventral,0.101,-134.187,minute,0.00086229
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,1.146,0.75,ventral,0.101,-114.916,minute,0.00086229
Ncap,Ncap3,Ncap3_R2,R2,MCZ41125,100.26,36.597561,6.775,4.903,ventral,0.101,-112.283,minute,0.001007381
Pmic,Pmic2,Pmic2_R1,R1,MCZ58801,66.5,26.188785,0.346,0.931,ventral,0.101,-82.045,minute,0.001518797
Pmic,Pmic3,Pmic3_R1,R1,MCZ70579,66.52,16.535064,3.026,3.128,ventral,0.101,-90,minute,0.00151834
Sboa,Sboa1,Sboa1_R1,R1,MCZ129188,161.74,36.410932,4.692,3.153,ventral,0.101,-96.16,minute,0.000624459
Sboa,Sboa3,Sboa3_R2,R2,MCZ129188,114.18,31.747851,1.728,1.038,ventral,0.101,-73.886,minute,0.000884568
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,2.45,4.03,ventral,0.1,-135.099,minute,0.000919287
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,2.327,0.491,ventral,0.1,-148.804,minute,0.001014713
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,4.256,2.227,ventral,0.1,-115.248,minute,0.001121453
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,3.093,1.402,ventral,0.1,-103.904,minute,0.000438539
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,4.989,1.352,ventral,0.1,-77.121,minute,0.001252662
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,3.083,2.545,ventral,0.1,-105.877,minute,0.000853752
Ncap,Ncap1,Ncap1_R2,R2,MCZ132795,55.85,25.607355,5.632,1.533,ventral,0.1,-121.817,minute,0.00179051
Pgue,Pgue3,Pgue3_R2,R2,MCZ131481,102.3,32.44416,1.399,2.028,ventral,0.1,-78.111,minute,0.000977517
Pmic,Pmic2,Pmic2_R2,R2,MCZ58801,66.5,19.096749,6.737,2.863,ventral,0.1,-105.159,minute,0.001503759
Sboa,Sboa2,Sboa2_R1,R1,MCZ129188,164.68,36.425522,1.317,0.451,ventral,0.1,-71.565,minute,0.000607238
Sboa,Sboa4,Sboa4_R2,R2,MCZ129188,146.84,35.890031,1.762,2.265,ventral,0.1,-87.671,minute,0.000681013
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.684,0.446,ventral,0.099,-92.862,minute,0.001764391
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.912,3.946,ventral,0.099,-90,minute,0.001764391
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,2.362,1.282,ventral,0.099,-156.137,minute,0.000910094
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,3.616,0.885,ventral,0.099,-145.59,minute,0.000910094
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.542,1.409,ventral,0.099,-162.769,minute,0.001218762
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.574,3.053,ventral,0.099,-18.62,minute,0.001218762
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.239,0.219,ventral,0.099,-151.308,minute,0.001004566
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,1.079,4.065,ventral,0.099,-147.265,minute,0.001004566
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.999,4.604,ventral,0.099,-38.688,minute,0.001004566
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,4.463,2.078,ventral,0.099,-44.325,minute,0.001004566
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,5.376,4.197,ventral,0.099,-87.138,minute,0.000794288
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,1.94,2.727,ventral,0.099,-65.034,minute,0.001801966
Pgue,Pgue5,Pgue5_R3,R3,MCZ131477,106.07,36.592398,6.258,4.512,ventral,0.099,-98.711,minute,0.000933346
Pmic,Pmic2,Pmic2_R2,R2,MCZ58801,66.5,19.096749,2.475,1.529,ventral,0.099,-99.279,minute,0.001488722
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,1.563,4.386,ventral,0.098,-87.277,minute,0.001074797
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.388,2.191,ventral,0.098,-90,minute,0.001746569
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.111,2.702,ventral,0.098,-84.289,minute,0.001994302
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,3.046,2.225,ventral,0.098,-27.996,minute,0.000900901
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,3.2,3.152,ventral,0.098,-47.22,minute,0.000900901
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,3.694,2.733,ventral,0.098,-6.108,minute,0.000900901
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.527,4.041,ventral,0.098,-148.071,minute,0.001206451
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.954,3.779,ventral,0.098,-45.391,minute,0.001206451
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,2.624,0.639,ventral,0.098,-127.197,minute,0.001206451
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.313,1.069,ventral,0.098,-0.722,minute,0.001206451
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.35,0.366,ventral,0.098,-29.812,minute,0.000994419
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,1.617,2.996,ventral,0.098,-159.678,minute,0.000994419
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,1.426,3.826,ventral,0.098,-71.799,minute,0.000994419
Ebar,Ebar1,Ebar1_R3,R3,MCZ148300,136.59,35.863574,4.502,5.097,ventral,0.098,-78.578,minute,0.000717476
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,6.492,3.545,ventral,0.098,-76.923,minute,0.001783764
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,1.278,5.043,ventral,0.098,-76.923,minute,0.001783764
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,0.565,5.05,ventral,0.098,-76.923,minute,0.001783764
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,5.87,2.004,dorsal,0.098,37.467,minute,0.000371536
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,5.951,3.13,ventral,0.098,-120,minute,0.001227609
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,5.961,2.024,ventral,0.098,-99.021,minute,0.001171688
Mbar,Mbar1,Mbar1_R2,R2,MCZ132342,247.86,31.273812,4.695,4.318,,0.098,NA,minute,0.000395384
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,4.23,0.683,lateral,0.098,NA,minute,0.000448205
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,2.622,4.152,ventral,0.098,-85.338,minute,0.000836677
Ncap,Ncap1,Ncap1_R2,R2,MCZ132795,55.85,25.607355,1.765,2.609,ventral,0.098,-119.48,minute,0.0017547
Pmic,Pmic2,Pmic2_R1,R1,MCZ58801,66.5,26.188785,5.679,3.029,ventral,0.098,-79.183,minute,0.001473684
Pmic,Pmic3,Pmic3_R1,R1,MCZ70579,66.52,16.535064,0.992,3.525,ventral,0.098,-96.009,minute,0.001473241
Sboa,Sboa4,Sboa4_R2,R2,MCZ129188,146.84,35.890031,2.331,4.73,ventral,0.098,-105.569,minute,0.000667393
Sboa,Sboa4,Sboa4_R2,R2,MCZ129188,146.84,35.890031,5.61,4.841,ventral,0.098,-99.56,minute,0.000667393
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.264,2.781,ventral,0.097,-122.005,minute,0.002025052
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,3.907,1.535,ventral,0.097,-68.749,minute,0.001728747
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.833,2.369,ventral,0.097,-81.027,minute,0.001973952
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.826,1.1,ventral,0.097,-96.009,minute,0.001973952
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.202,0.945,ventral,0.097,-12.055,minute,0.000984272
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,1.674,1.967,ventral,0.097,-129.328,minute,0.000984272
Ebar,Ebar1,Ebar1_R3,R3,MCZ148300,136.59,35.863574,4.64,4.966,ventral,0.097,-63.834,minute,0.000710154
Pmic,Pmic3,Pmic3_R2,R2,MCZ70579,66.52,36.575,2.643,3.323,ventral,0.097,-115.201,minute,0.001458208
Sboa,Sboa2,Sboa2_R2,R2,MCZ129188,164.68,31.444524,0.798,1.233,ventral,0.097,-110.769,minute,0.000589021
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.198,1.212,ventral,0.096,-93.013,minute,0.001953602
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.652,4.572,ventral,0.096,-86.987,minute,0.001953602
