species,specimen,id,region,catalog,SL,image_area,x,y,direction,diameter,angle,type,diameter_SL
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,1.853,3.203,ventral,0.059,-116.992,minute,0.000942191
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,3.799,3.145,ventral,0.059,-147.28,minute,0.000942191
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,0.851,0.586,ventral,0.058,-89.516,minute,0.000684527
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,3.379,0.168,ventral,0.058,-110.126,minute,0.000684527
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.864,1.949,ventral,0.058,-94.627,minute,0.000684527
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,2.918,0.259,ventral,0.058,-37.974,minute,0.000533186
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,6.66,1.237,ventral,0.058,-148.856,minute,0.000714022
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.174,4.214,ventral,0.058,-16.193,minute,0.000714022
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,6.314,3.134,ventral,0.058,-134.606,minute,0.000714022
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,6.459,3.416,ventral,0.058,-119.687,minute,0.000650443
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,3.206,4.056,ventral,0.058,-116.565,minute,0.00046534
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,3.863,3.139,ventral,0.058,-66.618,minute,0.001055697
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,5.196,4.932,ventral,0.058,-61.051,minute,0.000254352
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,2.67,2.027,ventral,0.058,-128.014,minute,0.000636104
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,1.856,3.155,ventral,0.058,-100.444,minute,0.000636104
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,3.87,3.806,ventral,0.058,-84.945,minute,0.000636104
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,3.345,3.843,ventral,0.058,-75.666,minute,0.000219889
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,1.896,1.817,ventral,0.058,-112.339,minute,0.000693448
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,5.956,3.543,ventral,0.058,-84.534,minute,0.001371807
Mbar,Mbar3,Mbar3_R3,R3,MCZ132343,225.67,36.435,6.889,1.384,lateral,0.058,NA,minute,0.000257012
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,2.306,0.874,ventral,0.058,-72.35,minute,0.000495176
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,2.751,2.615,ventral,0.058,-45,minute,0.001003287
Tden,Tden3,Tden3_R2,R2,MCZ96771,60.34,14.969294,2.596,2.166,ventral,0.058,-80.538,minute,0.00096122
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,0.427,4.806,ventral,0.058,-132.061,minute,0.000926222
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,1.792,5.023,ventral,0.058,-112.042,minute,0.000926222
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,1.979,2.963,ventral,0.058,-89.422,minute,0.000926222
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,2.446,4.452,ventral,0.058,-132.061,minute,0.000926222
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.33,3.714,dorsal,0.057,85.236,minute,0.001189979
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.73,2.272,dorsal,0.057,109.983,minute,0.001189979
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,2.854,0.498,ventral,0.057,-51.007,minute,0.000672725
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,3.389,0.801,ventral,0.057,-148.187,minute,0.000672725
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.249,3.318,ventral,0.057,-61.946,minute,0.000672725
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.957,0.501,ventral,0.057,-138.365,minute,0.000701711
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.963,3.115,ventral,0.057,-166.748,minute,0.000701711
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,6.681,2.707,ventral,0.057,-26.714,minute,0.000701711
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.165,1.237,ventral,0.057,-165.613,minute,0.000578387
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.488,3.078,ventral,0.057,-143.364,minute,0.000578387
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,4.383,1.584,ventral,0.057,-161.799,minute,0.000578387
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.949,2.014,ventral,0.057,-158.433,minute,0.000578387
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.532,4.315,ventral,0.057,-154.674,minute,0.000578387
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,6.451,0.269,ventral,0.057,-119.687,minute,0.000639228
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,6.295,4.589,ventral,0.057,-95.194,minute,0.000457317
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,4.29,2.426,ventral,0.057,-121.923,minute,0.001037495
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,2.649,3.134,ventral,0.057,-76.923,minute,0.001037495
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,1.51,0.955,dorsal,0.057,89.861,minute,0.000625137
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,0,0,dorsal,0.057,95.055,minute,0.000625137
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,2.905,2.417,ventral,0.057,-84.945,minute,0.000625137
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,2.159,4.255,ventral,0.057,-90.139,minute,0.000625137
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,5.47,4.327,ventral,0.057,-70.156,minute,0.000625137
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,0.421,1.861,ventral,0.057,-103.129,minute,0.000206044
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,1.906,2.812,ventral,0.057,-80.43,minute,0.000216097
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,0.417,3.478,ventral,0.057,-80.43,minute,0.000216097
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,1.315,0.945,ventral,0.057,-116.045,minute,0.000225895
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,2.451,2.654,ventral,0.057,-74.859,minute,0.000225895
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,5.366,0.531,ventral,0.057,-147.034,minute,0.000681492
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,4.868,2.327,ventral,0.057,-57.034,minute,0.000681492
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,3.621,1.772,ventral,0.057,-80.233,minute,0.000681492
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,2.32,1.064,ventral,0.057,-75.469,minute,0.000681492
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,4.161,1.963,ventral,0.057,-94.839,minute,0.001348155
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,6.158,5.176,ventral,0.057,-94.839,minute,0.001348155
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,6.035,2.325,,0.057,NA,minute,0.000260691
Mbar,Mbar3,Mbar3_R3,R3,MCZ132343,225.67,36.435,0.551,2.448,lateral,0.057,NA,minute,0.000252581
Mbar,Mbar3,Mbar3_R3,R3,MCZ132343,225.67,36.435,6.435,1.992,lateral,0.057,NA,minute,0.000252581
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,2.69,0.168,ventral,0.057,-110.225,minute,0.000486639
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,0.981,3.559,ventral,0.057,-84.806,minute,0.000985989
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,0.978,2.977,ventral,0.057,-85.236,minute,0.000985989
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,1.829,5.105,ventral,0.057,-90,minute,0.000985989
Tden,Tden3,Tden3_R2,R2,MCZ96771,60.34,14.969294,2.662,3.169,ventral,0.057,-84.806,minute,0.000944647
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,3.753,2.711,ventral,0.057,-82.297,minute,0.000910252
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.037,0.138,ventral,0.056,-130.785,minute,0.000660923
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,0.922,3.167,ventral,0.056,-163.256,minute,0.000660923
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.809,1.268,ventral,0.056,-63.041,minute,0.0006894
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.733,0.044,ventral,0.056,-4.998,minute,0.000568239
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.352,2.848,ventral,0.056,-143.364,minute,0.000568239
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.137,3.631,ventral,0.056,-11.544,minute,0.000568239
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.418,1.365,ventral,0.056,-147.763,minute,0.000568239
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,5.653,2.651,ventral,0.056,-129.992,minute,0.000628014
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,2.821,2.896,ventral,0.056,-106.838,minute,0.00061417
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,5.402,2.576,ventral,0.056,-69.439,minute,0.000202429
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,4.778,3.942,ventral,0.056,-87.874,minute,0.000202429
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,0.958,3.964,ventral,0.056,-90.114,minute,0.000221932
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,5.719,1.557,ventral,0.056,-179.036,minute,0.000701491
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,4.088,2.111,ventral,0.056,-8.199,minute,0.000701491
Pmic,Pmic3,Pmic3_R1,R1,MCZ70579,66.52,16.535064,0.555,3.223,ventral,0.056,-106.699,minute,0.000841852
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,0.641,2.921,ventral,0.056,-79.695,minute,0.000968691
Tden,Tden3,Tden3_R2,R2,MCZ96771,60.34,14.969294,1.021,3.184,ventral,0.056,-84.806,minute,0.000928074
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,0.187,3.667,ventral,0.056,-63.862,minute,0.000894283
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,1.888,3.63,ventral,0.056,-122.103,minute,0.000894283
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,2.489,4.662,ventral,0.056,-122.103,minute,0.000894283
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,3.665,4.71,ventral,0.056,-143.996,minute,0.000894283
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,3.584,3.286,ventral,0.056,-116.992,minute,0.000894283
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,3.513,3.127,ventral,0.056,-107.314,minute,0.000894283
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,1.508,0.952,ventral,0.055,-142.224,minute,0.000505608
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,1.77,2.487,ventral,0.055,-131.285,minute,0.000505608
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,4.087,0.67,ventral,0.055,-138.913,minute,0.000505608
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.085,3.377,ventral,0.055,-171.476,minute,0.00067709
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.747,2.375,ventral,0.055,-21.986,minute,0.00067709
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.618,4.912,ventral,0.055,-17.036,minute,0.00067709
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.118,0.797,ventral,0.055,-55.545,minute,0.00067709
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.29,0.709,ventral,0.055,-51.731,minute,0.00067709
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.397,3.66,ventral,0.055,-165.613,minute,0.000558092
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.801,1.516,ventral,0.055,-157.985,minute,0.000558092
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.656,3.256,ventral,0.055,-150.489,minute,0.000558092
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.495,3.764,ventral,0.055,-165.613,minute,0.000558092
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,1.083,3.729,ventral,0.055,-87.228,minute,0.001001092
Fbou,Fbou2,Fbou2_R3,R3,MCZ53252,123.79,32.925747,0.908,5.121,ventral,0.055,-73.301,minute,0.000444301
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,2.394,2.206,ventral,0.055,-100.444,minute,0.000603202
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,0.118,2.456,ventral,0.055,-100.444,minute,0.000603202
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,1.802,2.823,ventral,0.055,-105.394,minute,0.000603202
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,1.718,3.387,ventral,0.055,-106.838,minute,0.000603202
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,4.277,4.102,ventral,0.055,-101.449,minute,0.000603202
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,5.127,4.186,ventral,0.055,-105.394,minute,0.000603202
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,1.103,3.603,ventral,0.055,-70.125,minute,0.000208515
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,4.488,3.613,ventral,0.055,-65.175,minute,0.000208515
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,1.92,3.45,ventral,0.055,-64.554,minute,0.000217969
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,3.123,1.249,ventral,0.055,-91.729,minute,0.00065758
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,6.141,2.803,ventral,0.055,-79.584,minute,0.001300851
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,6.817,2.783,ventral,0.055,-110.094,minute,0.001300851
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,2.965,0.699,lateral,0.055,NA,minute,0.000469564
Pmic,Pmic3,Pmic3_R2,R2,MCZ70579,66.52,36.575,6.133,4.082,ventral,0.055,-131.186,minute,0.000826819
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,1.415,3.483,ventral,0.055,-78.69,minute,0.000951392
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,1.731,3.438,ventral,0.055,-112.042,minute,0.000878314
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,1.918,3.107,ventral,0.055,-100.732,minute,0.000878314
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,3.412,4.68,ventral,0.055,-142.552,minute,0.000878314
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,4.038,3.753,ventral,0.055,-142.552,minute,0.000878314
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.483,1.762,ventral,0.054,-60.945,minute,0.001098901
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.245,1.494,ventral,0.054,-9.821,minute,0.000637319
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.181,2.396,ventral,0.054,-15.532,minute,0.000637319
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,2.443,1.774,ventral,0.054,-9.821,minute,0.000637319
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,3.059,3.084,ventral,0.054,-15.015,minute,0.000637319
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,1.639,1.878,ventral,0.054,-68.298,minute,0.000496415
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,3.656,0.111,ventral,0.054,-0.099,minute,0.000496415
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.648,3.075,ventral,0.054,-6.731,minute,0.000664779
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.735,3.441,ventral,0.054,-6.731,minute,0.000664779
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,6.923,3.702,ventral,0.054,-6.731,minute,0.000664779
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.359,1.658,ventral,0.054,-138.6,minute,0.000547945
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.659,2.648,ventral,0.054,-143.364,minute,0.000547945
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,1.916,4.175,ventral,0.054,-131.186,minute,0.000433248
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,0.918,2.417,ventral,0.054,-65.45,minute,0.000236811
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,2.189,4.714,ventral,0.054,-90.139,minute,0.000592235
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,5.463,3.853,ventral,0.054,-90.139,minute,0.000592235
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,6.25,3.513,ventral,0.054,-84.945,minute,0.000592235
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,5.435,0.694,dorsal,0.054,105.141,minute,0.000214005
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,2.522,2.15,ventral,0.054,-124.93,minute,0.0001952
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,0.686,3.498,ventral,0.054,-51.375,minute,0.000204724
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,0.783,3.917,ventral,0.054,-45.804,minute,0.000214005
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,4.91,2.066,ventral,0.054,-64.554,minute,0.000214005
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,6.859,2.128,ventral,0.054,-131.089,minute,0.000645624
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,2.068,1.074,ventral,0.054,-80.233,minute,0.000645624
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,5.98,3.035,ventral,0.054,-89.128,minute,0.0012772
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,5.156,2.548,ventral,0.054,-89.645,minute,0.0012772
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,6.659,5.089,ventral,0.054,-100.033,minute,0.0012772
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,2.775,1.682,ventral,0.054,-94.839,minute,0.0012772
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,3.229,3.43,ventral,0.054,-94.839,minute,0.0012772
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,6.032,2.574,,0.054,NA,minute,0.00024697
Mbar,Mbar3,Mbar3_R3,R3,MCZ132343,225.67,36.435,0.42,1.711,lateral,0.054,NA,minute,0.000239287
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,1.732,4.226,ventral,0.054,-120.53,minute,0.000461026
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,0.898,0.699,ventral,0.054,-119.315,minute,0.000461026
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,2.844,1.725,lateral,0.054,NA,minute,0.000461026
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,0.81,2.646,lateral,0.054,NA,minute,0.000461026
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,6.671,2.555,ventral,0.054,-93.545,minute,0.000461026
Pmic,Pmic1,Pmic1_R3,R3,MCZ53256,170.82,36.374322,5.921,1.558,ventral,0.054,-85.657,minute,0.000316122
Pmic,Pmic2,Pmic2_R2,R2,MCZ58801,66.5,19.096749,5.54,3.176,ventral,0.054,-119.835,minute,0.00081203
Pmic,Pmic3,Pmic3_R2,R2,MCZ70579,66.52,36.575,1.288,3.932,ventral,0.054,-95.194,minute,0.000811786
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,0.5,4.981,ventral,0.054,-84.806,minute,0.000934094
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,1.18,4.95,ventral,0.054,-95.194,minute,0.000934094
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,0.65,3.16,ventral,0.054,-90,minute,0.000934094
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,0.767,3.165,ventral,0.054,-90,minute,0.000934094
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,2.667,3.091,ventral,0.054,-95.194,minute,0.000934094
Tden,Tden3,Tden3_R2,R2,MCZ96771,60.34,14.969294,2.723,4.291,ventral,0.054,-78.69,minute,0.000894929
Tden,Tden3,Tden3_R2,R2,MCZ96771,60.34,14.969294,2.532,3.332,ventral,0.054,-95.194,minute,0.000894929
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,2.294,3.837,ventral,0.054,-105.496,minute,0.000862344
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,3.68,2.986,ventral,0.054,-110.598,minute,0.000862344
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.125,1.56,ventral,0.053,-53.13,minute,0.001078551
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.029,1.41,ventral,0.053,-41.186,minute,0.001078551
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,2.813,0.182,ventral,0.053,-62.951,minute,0.000625516
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,2.511,2.191,ventral,0.053,-163.256,minute,0.000625516
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.525,4.615,ventral,0.053,-153.041,minute,0.000652468
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,2.377,1.95,ventral,0.053,-173.109,minute,0.000537798
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,2.454,2.572,ventral,0.053,-157.985,minute,0.000537798
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.132,0.232,ventral,0.053,-153.669,minute,0.000537798
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,0.494,4.825,ventral,0.053,-137.868,minute,0.000964689
Fbou,Fbou2,Fbou2_R3,R3,MCZ53252,123.79,32.925747,4.983,4.932,ventral,0.053,-111.801,minute,0.000428144
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,1.335,2.475,ventral,0.053,-106.838,minute,0.000581268
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,1.382,2.212,ventral,0.053,-116.704,minute,0.000581268
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,6.526,2.525,ventral,0.053,-86.31,minute,0.000663911
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,6.533,2.69,ventral,0.053,-78.814,minute,0.000663911
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,3.598,3.026,ventral,0.053,-90.945,minute,0.000663911
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,1.553,1.441,ventral,0.053,-68.344,minute,0.000633668
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,6.296,2.319,ventral,0.053,-65.784,minute,0.001253548
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,6.934,2.575,ventral,0.053,-163.038,minute,0.001253548
Pmic,Pmic2,Pmic2_R1,R1,MCZ58801,66.5,26.188785,0.451,1.711,ventral,0.053,-105.748,minute,0.000796992
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,0.671,5.117,ventral,0.053,-84.806,minute,0.000916796
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,0.969,4.974,ventral,0.053,-101.31,minute,0.000916796
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,2.593,2.94,ventral,0.053,-100.305,minute,0.000916796
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,2.844,2.378,ventral,0.053,-53.13,minute,0.000916796
Tden,Tden2,Tden2_R2,R2,MCZ96771,57.81,17.81338,2.876,1.935,ventral,0.053,-168.69,minute,0.000916796
Tden,Tden3,Tden3_R2,R2,MCZ96771,60.34,14.969294,2.162,2.808,ventral,0.053,-138.814,minute,0.000878356
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,2.352,4.788,ventral,0.053,-122.103,minute,0.000846375
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,1.911,2.643,ventral,0.053,-37.297,minute,0.000846375
Tden,Tden5,Tden5_R2,R2,MCZ96771,62.62,17.292042,3.034,4.748,ventral,0.053,-121.586,minute,0.000846375
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.399,0.564,ventral,0.052,-48.814,minute,0.001058201
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.551,3.039,ventral,0.052,-26.52,minute,0.000613714
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.085,3.868,ventral,0.052,-23.43,minute,0.000640158
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.672,4.32,ventral,0.052,-51.731,minute,0.000640158
